"","UID","count","bps_value","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR"
"11357",44366,0,468,"10800_10_19","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",80,-9999,-9999,80
"11358",44366,220,470,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"11359",44366,0,471,"11150_10_19","Inter-Mountain Basins Juniper Savanna","Conifer",824,438,560,189
"11360",44366,27,473,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"11361",44366,9,474,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"11362",44366,1586,475,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"11363",44366,0,476,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"11364",44366,0,477,"11430_9_19_21_28","Rocky Mountain Alpine Fell-Field","Grassland",525,-9999,-9999,525
"11365",44366,0,478,"11440_12_16_19_28","Rocky Mountain Alpine Turf","Grassland",207,-9999,-9999,207
"11366",44366,1,479,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"11367",44366,0,480,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"11368",44366,0,481,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"11369",44366,23009,482,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"11370",44366,0,483,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"11371",44366,129,484,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"11372",44366,0,485,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"11373",44366,0,486,"11662_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna","Conifer",202,151,23,18
"11374",44366,0,487,"11670_10_19","Rocky Mountain Poor-Site Lodgepole Pine Forest","Conifer",335,2500,-9999,295
"11375",44366,0,NA,NA,NA,NA,NA,NA,NA,NA
"11376",44367,0,0.1111,NA,NA,NA,NA,NA,NA,NA
"11377",44367,226,11,"0","Open Water","Open Water",-9999,-9999,-9999,-9999
"11378",44367,0,12,"0","Perennial Ice/Snow","Perennial Ice/Snow",-9999,-9999,-9999,-9999
"11379",44367,0,31,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999
"11380",44367,0,415,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11381",44367,0,416,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"11382",44367,94,417,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"11383",44367,33,418,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"11384",44367,0,419,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"11385",44367,0,420,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"11386",44367,0,421,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"11387",44367,0,423,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"11388",44367,17,424,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"11389",44367,0,425,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"11390",44367,0,427,"10650_1_8_9_10","Columbia Plateau Scabland Shrubland","Shrubland",253,-9999,-9999,253
"11391",44367,0,428,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"11392",44367,0,429,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84
"11393",44367,0,431,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"11394",44367,0,433,"11230_10_18","Columbia Plateau Steppe and Grassland","Grassland",50,-9999,-9999,50
"11395",44367,0,434,"11240_10_12_17_18_19_21","Columbia Plateau Low Sagebrush Steppe","Shrubland",201,-9999,-9999,201
"11396",44367,0,435,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"11397",44367,3,436,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"11398",44367,0,440,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"11399",44367,0,441,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"11400",44367,0,443,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"11401",44367,0,444,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"11402",44367,0,445,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"11403",44367,96,446,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"11404",44367,0,447,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"11405",44367,0,448,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"11406",44367,0,449,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"11407",44367,0,451,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11408",44367,1,452,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11409",44367,0,453,"10090_19","Northwestern Great Plains Aspen Forest and Parkland","Hardwood",83,396,-9999,69
"11410",44367,0,454,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"11411",44367,35,456,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"11412",44367,693,457,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"11413",44367,1,458,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"11414",44367,0,459,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"11415",44367,342,460,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"11416",44367,0,461,"10472_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest-Cedar Groves","Conifer",374,1990,-9999,315
"11417",44367,0,462,"10490_19_20_21_23_28_29","Rocky Mountain Foothill Limber Pine-Juniper Woodland","Conifer",385,-9999,-9999,385
"11418",44367,0,463,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"11419",44367,10,464,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"11420",44367,0,465,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"11421",44367,0,467,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"11422",44367,0,468,"10800_10_19","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",80,-9999,-9999,80
"11423",44367,186,470,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"11424",44367,0,471,"11150_10_19","Inter-Mountain Basins Juniper Savanna","Conifer",824,438,560,189
"11425",44367,839,473,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"11426",44367,147,474,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"11427",44367,7462,475,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"11428",44367,0,476,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"11429",44367,0,477,"11430_9_19_21_28","Rocky Mountain Alpine Fell-Field","Grassland",525,-9999,-9999,525
"11430",44367,0,478,"11440_12_16_19_28","Rocky Mountain Alpine Turf","Grassland",207,-9999,-9999,207
"11431",44367,6,479,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"11432",44367,0,480,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"11433",44367,0,481,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"11434",44367,21919,482,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"11435",44367,0,483,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"11436",44367,4,484,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"11437",44367,55,485,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"11438",44367,0,486,"11662_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna","Conifer",202,151,23,18
"11439",44367,0,487,"11670_10_19","Rocky Mountain Poor-Site Lodgepole Pine Forest","Conifer",335,2500,-9999,295
"11440",44367,12,NA,NA,NA,NA,NA,NA,NA,NA
"11441",44368,0,0.1111,NA,NA,NA,NA,NA,NA,NA
"11442",44368,1144,11,"0","Open Water","Open Water",-9999,-9999,-9999,-9999
"11443",44368,0,12,"0","Perennial Ice/Snow","Perennial Ice/Snow",-9999,-9999,-9999,-9999
"11444",44368,10,31,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999
"11445",44368,0,415,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11446",44368,0,416,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"11447",44368,2581,417,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"11448",44368,1748,418,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"11449",44368,239,419,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"11450",44368,0,420,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"11451",44368,10,421,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"11452",44368,0,423,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"11453",44368,8,424,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"11454",44368,0,425,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"11455",44368,0,427,"10650_1_8_9_10","Columbia Plateau Scabland Shrubland","Shrubland",253,-9999,-9999,253
"11456",44368,0,428,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"11457",44368,0,429,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84
"11458",44368,94,431,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"11459",44368,0,433,"11230_10_18","Columbia Plateau Steppe and Grassland","Grassland",50,-9999,-9999,50
"11460",44368,0,434,"11240_10_12_17_18_19_21","Columbia Plateau Low Sagebrush Steppe","Shrubland",201,-9999,-9999,201
"11461",44368,45,435,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"11462",44368,140,436,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"11463",44368,352,440,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"11464",44368,0,441,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"11465",44368,0,443,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"11466",44368,0,444,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"11467",44368,0,445,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"11468",44368,571,446,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"11469",44368,28,447,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"11470",44368,1,448,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"11471",44368,0,449,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"11472",44368,0,451,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11473",44368,0,452,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11474",44368,0,453,"10090_19","Northwestern Great Plains Aspen Forest and Parkland","Hardwood",83,396,-9999,69
"11475",44368,0,454,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"11476",44368,18631,456,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"11477",44368,11708,457,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"11478",44368,5654,458,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"11479",44368,0,459,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"11480",44368,342,460,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"11481",44368,0,461,"10472_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest-Cedar Groves","Conifer",374,1990,-9999,315
"11482",44368,0,462,"10490_19_20_21_23_28_29","Rocky Mountain Foothill Limber Pine-Juniper Woodland","Conifer",385,-9999,-9999,385
"11483",44368,0,463,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"11484",44368,105,464,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"11485",44368,576,465,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"11486",44368,0,467,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"11487",44368,0,468,"10800_10_19","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",80,-9999,-9999,80
"11488",44368,1509,470,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"11489",44368,0,471,"11150_10_19","Inter-Mountain Basins Juniper Savanna","Conifer",824,438,560,189
"11490",44368,141,473,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"11491",44368,1,474,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"11492",44368,7906,475,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"11493",44368,0,476,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"11494",44368,0,477,"11430_9_19_21_28","Rocky Mountain Alpine Fell-Field","Grassland",525,-9999,-9999,525
"11495",44368,0,478,"11440_12_16_19_28","Rocky Mountain Alpine Turf","Grassland",207,-9999,-9999,207
"11496",44368,0,479,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"11497",44368,0,480,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"11498",44368,0,481,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"11499",44368,3524,482,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"11500",44368,441,483,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"11501",44368,156,484,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"11502",44368,0,485,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"11503",44368,0,486,"11662_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna","Conifer",202,151,23,18
"11504",44368,0,487,"11670_10_19","Rocky Mountain Poor-Site Lodgepole Pine Forest","Conifer",335,2500,-9999,295
"11505",44368,96,NA,NA,NA,NA,NA,NA,NA,NA
"11506",44370,0,0.1111,NA,NA,NA,NA,NA,NA,NA
"11507",44370,36,11,"0","Open Water","Open Water",-9999,-9999,-9999,-9999
"11508",44370,0,12,"0","Perennial Ice/Snow","Perennial Ice/Snow",-9999,-9999,-9999,-9999
"11509",44370,1,31,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999
"11510",44370,0,415,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11511",44370,0,416,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"11512",44370,4999,417,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"11513",44370,1105,418,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"11514",44370,1113,419,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"11515",44370,0,420,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"11516",44370,0,421,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"11517",44370,0,423,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"11518",44370,21,424,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"11519",44370,40,425,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"11520",44370,0,427,"10650_1_8_9_10","Columbia Plateau Scabland Shrubland","Shrubland",253,-9999,-9999,253
"11521",44370,0,428,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"11522",44370,0,429,"10790_6_9_10_12_16_17_18","Great Basin Xeric Mixed Sagebrush Shrubland","Shrubland",94,831,-9999,84
"11523",44370,115,431,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"11524",44370,0,433,"11230_10_18","Columbia Plateau Steppe and Grassland","Grassland",50,-9999,-9999,50
"11525",44370,1452,434,"11240_10_12_17_18_19_21","Columbia Plateau Low Sagebrush Steppe","Shrubland",201,-9999,-9999,201
"11526",44370,191,435,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"11527",44370,877,436,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"11528",44370,2152,440,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"11529",44370,0,441,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"11530",44370,0,443,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"11531",44370,0,444,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"11532",44370,0,445,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"11533",44370,3424,446,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"11534",44370,46,447,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"11535",44370,17,448,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"11536",44370,0,449,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"11537",44370,0,451,"10010","Inter-Mountain Basins Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11538",44370,0,452,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11539",44370,0,453,"10090_19","Northwestern Great Plains Aspen Forest and Parkland","Hardwood",83,396,-9999,69
"11540",44370,0,454,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
"11541",44370,34,456,"10451_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Ponderosa Pine-Douglas-fir","Conifer",148,51,39,19
"11542",44370,379,457,"10452_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Larch","Conifer",202,69,137,37
"11543",44370,144,458,"10453_10_19","Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest-Grand Fir","Conifer",223,106,-9999,72
"11544",44370,0,459,"10460_10_19_20","Northern Rocky Mountain Subalpine Woodland and Parkland","Conifer",401,340,-9999,184
"11545",44370,0,460,"10470_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest","Conifer",186,139,-9999,80
"11546",44370,0,461,"10472_10_19","Northern Rocky Mountain Mesic Montane Mixed Conifer Forest-Cedar Groves","Conifer",374,1990,-9999,315
"11547",44370,0,462,"10490_19_20_21_23_28_29","Rocky Mountain Foothill Limber Pine-Juniper Woodland","Conifer",385,-9999,-9999,385
"11548",44370,0,463,"10530_10_19","Northern Rocky Mountain Ponderosa Pine Woodland and Savanna","Conifer",354,56,17,13
"11549",44370,24,464,"10550_10_19","Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland","Conifer",205,412,-9999,137
"11550",44370,0,465,"10560_10_19","Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland","Conifer",181,-9999,-9999,181
"11551",44370,0,467,"10700_10_19_28","Rocky Mountain Alpine Dwarf-Shrubland","Shrubland",228,-9999,-9999,228
"11552",44370,0,468,"10800_10_19","Inter-Mountain Basins Big Sagebrush Shrubland","Shrubland",80,-9999,-9999,80
"11553",44370,77,470,"11060_10_19","Northern Rocky Mountain Montane-Foothill Deciduous Shrubland","Shrubland",100,446,-9999,82
"11554",44370,0,471,"11150_10_19","Inter-Mountain Basins Juniper Savanna","Conifer",824,438,560,189
"11555",44370,155,473,"11250_1_7_8_9_10_19","Inter-Mountain Basins Big Sagebrush Steppe","Shrubland",59,-9999,-9999,59
"11556",44370,0,474,"11260_1_7_8_9_10_19","Inter-Mountain Basins Montane Sagebrush Steppe","Shrubland",31,-9999,-9999,31
"11557",44370,2278,475,"11390_10_19","Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland","Grassland",17,-9999,-9999,17
"11558",44370,0,476,"11400_10_19","Northern Rocky Mountain Subalpine-Upper Montane Grassland","Grassland",146,-9999,-9999,146
"11559",44370,0,477,"11430_9_19_21_28","Rocky Mountain Alpine Fell-Field","Grassland",525,-9999,-9999,525
"11560",44370,0,478,"11440_12_16_19_28","Rocky Mountain Alpine Turf","Grassland",207,-9999,-9999,207
"11561",44370,0,479,"11450_9_10_19","Rocky Mountain Subalpine-Montane Mesic Meadow","Grassland",40,160,-9999,32
"11562",44370,0,480,"11530_6_10_12_13_17_18_19_21","Inter-Mountain Basins Greasewood Flat","Shrubland",1024,-9999,-9999,1024
"11563",44370,0,481,"11540_10_19","Inter-Mountain Basins Montane Riparian Systems","Riparian",173,-9999,-9999,173
"11564",44370,3755,482,"11590_10_19","Rocky Mountain Montane Riparian Systems","Riparian",100,101,-9999,50
"11565",44370,0,483,"11600_10_19","Rocky Mountain Subalpine/Upper Montane Riparian Systems","Riparian",201,133,-9999,80
"11566",44370,12,484,"11610_9_10_19","Northern Rocky Mountain Conifer Swamp","Conifer",386,-9999,-9999,386
"11567",44370,0,485,"11660_9_10_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland","Conifer",112,54,106,27
"11568",44370,0,486,"11662_19","Middle Rocky Mountain Montane Douglas-fir Forest and Woodland-Fire-maintained Savanna","Conifer",202,151,23,18
"11569",44370,0,487,"11670_10_19","Rocky Mountain Poor-Site Lodgepole Pine Forest","Conifer",335,2500,-9999,295
"11570",44370,77,NA,NA,NA,NA,NA,NA,NA,NA
"11571",44371,0,0.1111,NA,NA,NA,NA,NA,NA,NA
"11572",44371,125,11,"0","Open Water","Open Water",-9999,-9999,-9999,-9999
"11573",44371,0,12,"0","Perennial Ice/Snow","Perennial Ice/Snow",-9999,-9999,-9999,-9999
"11574",44371,0,31,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999
"11575",44371,0,415,"10060","Rocky Mountain Alpine/Montane Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999
"11576",44371,38,416,"10110_6_10_12_17_18_19","Rocky Mountain Aspen Forest and Woodland","Hardwood",68,57,-9999,31
